objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237651823244870000,212.8853179563,4.8688459671,18.9807,17.13442,16.16108,15.72223,15.35827,1478,301,5,32,656507157428070000,GALAXY,0.09523836,583,52055,391
1237655691944200000,231.1800891895,-2.0743445437,19.47623,18.05018,17.337,16.88227,16.58642,2379,301,3,147,1040360416519150000,GALAXY,0.08868542,924,52409,105
1237655691942560000,227.5497403921,-2.2484897352,17.36811,15.42554,14.50821,14.03675,13.6933,2379,301,3,122,1038086077002310000,GALAXY,0.03792247,922,52426,23
1237668348134560000,211.5887541859,14.5268920449,18.91584,17.97901,17.71491,17.60643,17.58729,5326,301,1,78,6137331070566420000,STAR,-0.0003216277,5451,56010,184
1237679998770870000,340.3064382602,-1.3524568649,18.73124,17.07446,16.21951,15.79144,15.47781,8038,301,6,88,10302077741038900000,QSO,0.05809304,9150,58043,340
1237658298997410000,159.0140074615,6.37848491,19.48804,18.81889,18.15174,17.76981,17.56771,2986,301,3,270,1124805662119850000,QSO,0.2282374,999,52636,115
1237671124293780000,126.6737261554,9.5386289523,19.0471,17.13763,16.30708,15.91154,15.61392,5972,301,4,74,2895886096703450000,GALAXY,0.04257715,2572,54056,260
1237658493879980000,156.8793830844,9.7782027814,19.02145,17.51324,16.90066,16.65721,16.54079,3031,301,6,246,3213466018726830000,STAR,-7.612185E-005,2854,54480,537
1237657857148910000,188.0461031399,52.6979568003,19.35194,17.5376,16.73258,16.35927,16.07983,2883,301,4,213,996519588881525000,GALAXY,0.06012469,885,52379,357
1237668349205480000,204.9551445764,16.1005378551,18.98469,17.05487,16.06557,15.58641,15.22478,5326,301,3,35,2935270330479960000,GALAXY,0.07377474,2607,54184,179
1237668349206720000,207.9753631304,15.9426003784,19.14752,17.86283,17.21791,16.85534,16.57025,5326,301,3,54,3087236032400220000,GALAXY,0.09406639,2742,54233,67
1237668349210390000,216.5107068165,14.7226606443,18.11506,16.49546,15.71959,15.33253,15.01147,5326,301,3,110,3092930677998380000,GALAXY,0.05215618,2747,54233,304
1237660765367760000,116.1079282068,20.5663279815,19.38076,19.19414,19.01932,18.78704,18.93294,3560,301,5,47,1422103436995880000,QSO,1.501303,1263,52708,334
1237662264328390000,241.614835556,6.0655291289,19.45594,18.20373,17.59497,17.33032,17.18229,3909,301,5,307,2448971737858070000,STAR,-0.00102956,2175,54612,507
1237655742412290000,234.053316444,3.712736291,18.25107,18.10125,17.96484,17.89973,17.46932,2391,301,1,181,667822780858788000,QSO,0.3645246,593,52026,597
1237658300068400000,152.6666536137,6.9393376014,18.1655,16.87755,16.34614,16.0283,15.81616,2986,301,5,228,1121538188523890000,GALAXY,0.08750213,996,52641,516
1237658191609920000,124.0048108435,29.6966991923,19.55385,18.41673,18.11285,17.98951,17.97348,2961,301,3,67,1047257381588720000,STAR,0.0001407064,930,52618,620
1237662238023680000,232.1020147314,7.226867078,19.33662,18.03373,17.52671,17.23355,17.00619,3903,301,4,337,2048150820058330000,GALAXY,0.0750437,1819,54540,505
1237661384377630000,132.2281651486,30.2199993086,19.58233,17.63299,16.62451,16.17758,15.80179,3704,301,6,12,1429905851132440000,GALAXY,0.1194066,1270,52991,47
1237661384378880000,135.1172331829,31.7867468046,19.12827,17.71169,16.90726,16.44572,16.12834,3704,301,6,31,1431035599044770000,GALAXY,0.1359984,1271,52974,61
1237661384382020000,142.5576481364,35.1451565379,19.44487,18.17904,17.70218,17.39306,17.25426,3704,301,6,79,1793680922449570000,GALAXY,0.04947456,1593,52991,445
1237661385998010000,225.1364103398,49.174319579,18.28913,16.39625,15.36681,14.7783,14.35251,3705,301,1,161,1496377647465260000,GALAXY,0.03091163,1329,52767,206
1237665549433370000,231.124607106,20.0163666387,19.01844,18.40445,18.25244,18.14211,17.89863,4674,301,4,183,4447322869266140000,QSO,2.290169,3950,55680,66
1237665126943750000,212.8741945967,30.4661066126,18.60683,18.35706,18.37749,18.25134,18.28779,4576,301,1,607,2392562104721760000,QSO,1.535344,2125,53795,90
1237658313479550000,192.5350625147,60.8515900819,17.43823,15.78408,15.13484,14.86303,14.73704,2989,301,6,66,2754063948767590000,STAR,8.722871E-005,2446,54571,410
1237661418211380000,209.0602583477,55.7230438148,18.75655,16.8056,15.90748,15.48652,15.17836,3712,301,5,178,1489692617271700000,GALAXY,0.09912375,1323,52797,462
1237661418207120000,191.7080609231,57.8991479625,18.53474,17.30268,16.91978,16.65101,16.50981,3712,301,5,113,1482950136555400000,GALAXY,0.05490682,1317,52765,509
1237655349426590000,234.05495238,52.4176913682,19.40449,18.25424,17.79341,17.5315,17.35963,2299,301,5,239,895235326493092000,GALAXY,0.04234614,795,52378,527
1237669679576060000,357.2111759407,6.5262653372,18.64218,17.57564,17.15171,16.98113,16.91945,5636,301,1,103,12700322614432000000,STAR,-0.0007995902,11280,58430,624
1237666300553460000,45.4089291777,-0.0344657057,18.95465,17.67644,17.11964,16.80598,16.76292,4849,301,3,758,3585006122244870000,STAR,0.0004377881,3184,54850,512
1237679439887530000,33.2749013576,-6.1503355463,19.43063,17.43604,16.34465,15.86826,15.50503,7908,301,5,77,4947418419945560000,GALAXY,0.1394304,4394,55924,779
1237654605862730000,160.3788280104,4.7610040279,19.47902,18.27428,17.60673,17.19946,16.97277,2126,301,4,275,650898003623701000,GALAXY,0.131457,578,52339,465
1237661385993680000,210.8880192333,53.7088949816,19.39659,19.00344,18.80993,18.63096,18.6181,3705,301,1,95,7911849936412760000,QSO,1.674798,7027,56448,550
1237657858221670000,184.3435447033,53.5565082803,16.60839,15.0916,14.32844,13.92457,13.63261,2883,301,6,198,994325239406029000,GALAXY,0.05056952,883,52430,566
1237679503794050000,29.1347588021,18.5801184926,19.57618,19.26962,19.05867,18.76467,18.62193,7923,301,4,365,8586167231741970000,QSO,1.922741,7626,56934,198
1237662224085090000,232.2821331209,28.7089603148,19.46992,19.28059,19.24951,19.08503,19.01971,3900,301,2,643,1858873998083910000,QSO,1.681917,1651,53442,48
1237655691942040000,226.2976004685,-2.1419510501,17.54724,15.83242,14.99345,14.5687,14.24659,2379,301,3,114,1038125934298820000,GALAXY,0.03711469,922,52426,168
1237678879935820000,334.7438235911,-2.6302431401,19.49024,18.54301,18.16579,18.00686,17.9723,7778,301,2,148,4929209681564680000,STAR,-7.067948E-006,4378,55853,72
1237661385997290000,222.8493069392,49.8930985394,18.3363,17.19793,16.72767,16.39139,16.2263,3705,301,1,150,1495218762528350000,GALAXY,0.07529157,1328,52786,86
1237661386007380000,246.896806684,34.9257422245,18.79243,17.42185,16.614,16.16637,15.86367,3705,301,1,304,1190084215304120000,GALAXY,0.1154815,1057,52522,29
1237656906345550000,338.2210543803,-0.973516509,18.22965,16.27903,15.32485,14.87249,14.50421,2662,301,1,137,423341974339217000,GALAXY,0.05705118,376,52143,13
1237655691942430000,227.1032885631,-2.0859312003,19.38783,17.77423,17.03849,16.66024,16.35939,2379,301,3,120,1039292790644700000,GALAXY,0.07144015,923,52404,317
1237653471443880000,43.114684706,-7.93479996,18.30286,16.20893,15.26438,14.84331,14.51703,1862,301,3,113,514589340756634000,GALAXY,0.07812741,457,51901,193
1237662637442790000,225.4620888485,11.9110801269,19.44442,18.46017,18.2342,18.15629,18.09667,3996,301,4,141,6173432710348170000,STAR,-0.000488051,5483,56017,449
1237651709968780000,209.8554855225,-0.5740307201,17.18312,16.79082,16.92504,17.06228,17.29681,1452,301,2,88,338937411104958000,STAR,1.11085E-005,301,51942,151
1237676304022310000,74.2420696318,-3.8248021694,18.42415,17.27017,17.40244,17.54976,17.67565,7178,301,4,43,3516352614377820000,STAR,0.0002501827,3123,54741,608
1237648703511130000,201.2655028368,-0.6719919856,19.51004,18.33421,17.69753,17.3315,17.10328,752,301,2,385,334451953704659000,GALAXY,0.08564888,297,51959,217
1237667253458960000,135.4174200819,19.9223904348,18.76463,16.93758,16.03653,15.62279,15.32075,5071,301,2,142,2572798722077390000,GALAXY,0.09630202,2285,53700,427
1237669516361470000,344.8023490566,5.865098938,18.91229,17.8274,17.45248,17.31537,17.25376,5598,301,1,14,2600862382154610000,STAR,-0.00054342,2310,53710,122
1237658300062630000,139.5035279966,5.8931432121,19.08696,17.6615,16.89049,16.44922,16.13803,2986,301,5,140,1115860036707440000,GALAXY,0.08998678,991,52707,339
1237658300070950000,158.5130855952,7.2202874571,18.08822,15.98662,15.03182,14.58479,14.24913,2986,301,5,267,1124913964015180000,GALAXY,0.0670966,999,52636,509
1237658300074100000,165.7573924734,7.5577006279,19.13562,18.11888,17.77324,17.48504,17.44567,2986,301,5,315,1128324649252320000,GALAXY,0.07082915,1002,52646,629
1237673755496870000,92.1506040663,22.8505190732,18.93183,16.48914,15.09361,14.34551,13.82242,6585,301,1,55,3250491248846410000,STAR,-1.669394E-005,2887,54521,66
1237671260662920000,136.0923220336,11.1289395601,17.53695,16.39455,16.01676,16.0114,15.84966,6004,301,2,134,2899199750358200000,STAR,-5.01751E-005,2575,54085,27
1237671260655850000,120.1225786683,7.0034805577,17.40783,16.4039,16.10242,16.01748,16.05762,6004,301,2,26,2337477390881550000,STAR,0.000141454,2076,53442,397
1237661813340180000,165.2331708257,12.2306448571,17.3262,15.47435,14.64922,14.27103,13.96314,3804,301,5,53,1804946520735250000,GALAXY,0.03445298,1603,53119,469
1237655123931890000,176.1470386711,3.7469540443,18.3722,16.77335,15.99131,15.57656,15.30022,2247,301,1,103,944686686502152000,GALAXY,0.07439721,839,52373,206
1237655123945460000,207.2438375896,3.5224916517,18.44667,16.79624,16.07006,15.72324,15.45193,2247,301,1,310,962723075277744000,GALAXY,0.02424088,855,52375,286
1237655123942440000,200.3427266828,3.6066450052,18.66627,17.51968,17.03018,16.7143,16.53024,2247,301,1,264,592345985334667000,GALAXY,0.08142953,526,52312,446
1237679504322660000,9.1927880476,20.570410813,19.13319,18.18746,17.87378,17.75548,17.73028,7923,301,5,239,8575001690625040000,STAR,-0.0002039712,7616,56902,538
1237671938735010000,279.7225827276,63.106248509,19.09071,17.47835,16.87474,16.63768,16.53062,6162,301,1,197,2873311758259350000,STAR,-8.496945E-006,2552,54632,55
1237667782844480000,208.9268332769,20.763093315,18.84078,17.4756,16.7729,16.42057,16.12568,5194,301,4,612,3118862389508860000,GALAXY,0.07572025,2770,54510,435
1237667782850050000,222.0795987435,18.492998436,18.17419,16.30406,15.42552,15.0193,14.68184,5194,301,4,697,3125516634618360000,GALAXY,0.04290047,2776,54554,67
1237667782851560000,225.55222011,17.4796702988,18.91348,17.73069,17.32357,17.06076,16.94018,5194,301,4,720,3128996588685390000,GALAXY,0.03977546,2779,54540,439
1237667782844810000,209.6994413682,20.6877511355,18.62189,17.32116,16.64032,16.24709,15.98256,5194,301,4,617,3118775253212360000,GALAXY,0.07175979,2770,54510,118
1237671122692210000,147.4675493286,12.9150094024,18.55286,18.10478,18.20914,18.35322,18.52284,5972,301,1,212,1962531824672470000,STAR,0.0001097631,1743,53054,321
1237658297912520000,133.7174239401,3.4599144902,19.21405,17.8514,17.29547,17.06846,16.98346,2986,301,1,100,3251731223218780000,STAR,0.0001975496,2888,54529,481
1237656242780570000,354.8921560193,15.4255818556,18.38605,16.95413,16.39441,16.19778,16.09273,2507,301,5,251,2132560305912310000,STAR,-0.0001843858,1894,53240,385
1237661949720330000,191.1786437884,12.4209458051,19.29631,17.98205,17.26352,16.82865,16.58272,3836,301,3,281,1907410015250050000,GALAXY,0.1366397,1694,53472,493
1237667253994260000,131.7835673656,19.0343057816,18.28184,17.29696,16.92717,16.81462,16.79907,5071,301,3,118,12486432419413800000,STAR,-0.0002557664,11090,58487,736
1237671124839430000,146.5562390369,14.41603487,19.1978,17.57055,16.70846,16.29958,16.0046,5972,301,5,208,2907189352507400000,GALAXY,0.1347422,2582,54139,421
1237662504830630000,239.8171186658,35.5008864191,19.55072,18.34932,17.65778,17.27708,17.03111,3965,301,5,64,1893842036746910000,GALAXY,0.1058458,1682,53173,285
1237662198276290000,210.8166418692,10.646592596,18.88738,17.74237,17.33636,16.9998,16.81483,3894,301,2,48,1917454884089650000,GALAXY,0.06633759,1703,53799,172
1237662195609500000,212.8592319425,39.7963328619,18.64955,17.3907,16.85778,16.60894,16.4595,3893,301,5,316,1552777651486220000,GALAXY,0.0180065,1379,53084,588
1237655107841620000,187.470416282,59.6464009042,19.55412,17.63102,16.58653,16.15293,15.81665,2243,301,3,345,1076422473630640000,GALAXY,0.1337242,956,52401,226
1237651735778890000,230.1086463694,1.1923595763,18.095,16.20114,15.32054,14.89213,14.5725,1458,301,2,703,3324849296741790000,GALAXY,0.05029968,2953,54560,243
1237655349963980000,236.0369510161,51.943896231,18.98895,17.8485,17.26572,16.8767,16.68241,2299,301,6,247,695890289444809000,GALAXY,0.1102625,618,52049,306
1237666214618400000,21.8315905452,40.6757828221,17.64934,16.4377,15.98258,15.82313,15.76035,4829,301,3,213,2630247105318380000,STAR,-0.0004889804,2336,53712,527
1237668272433000000,196.8599083466,19.8618630945,18.24203,17.01574,16.51609,16.28775,16.18256,5308,301,4,36,3642415198247170000,STAR,6.834433E-005,3235,54880,469
1237666338113910000,13.6484321386,-0.9222309989,19.58589,18.62159,18.31927,18.21097,18.20437,4858,301,1,445,3503881679641090000,STAR,-0.0002747743,3112,54802,295
1237666338115680000,17.7041162598,-0.9171106023,17.39537,15.42072,14.6982,14.46984,14.3567,4858,301,1,472,2604221390445900000,STAR,1.81158E-005,2313,53726,54
1237665548896500000,231.0179254273,19.4631327423,18.95509,17.13559,16.24294,15.82836,15.48567,4674,301,3,183,2430845184397830000,GALAXY,0.0608828,2159,54328,99
1237663229070020000,278.579260324,77.9170956358,18.85008,17.82579,17.44465,17.28042,17.2066,4134,301,2,72,3154819165429200000,STAR,-0.000304844,2802,54326,173
1237663229070610000,284.9221108392,77.8470744387,17.68364,16.50799,16.09314,15.96556,15.91496,4134,301,2,81,2090869572793030000,STAR,-0.000055828,1857,53182,267
1237669679579790000,5.8203682901,6.567460456,19.0249,17.84877,17.34515,17.13161,17.0281,5636,301,1,160,3497124080103040000,STAR,-0.0002962722,3106,54738,287
1237663916262690000,114.8317599653,45.4914407364,19.32834,18.02526,17.44786,17.05084,16.7988,4294,301,2,40,2101096132657570000,GALAXY,0.08113242,1866,53314,607
1237663916261110000,112.6294365781,42.2569669745,19.35179,18.14061,17.57232,17.20885,17.01949,4294,301,2,16,2099810253775330000,GALAXY,0.07762528,1865,53312,25
1237661383851440000,159.743493177,40.1828876062,17.67287,16.80617,16.17852,15.72288,15.51464,3704,301,5,175,1612423132277140000,QSO,0.09209527,1432,53003,489
1237651714263680000,252.0224403503,42.2819364492,19.5149,17.72374,16.96702,16.67372,16.51927,1453,301,2,87,3705434257938820000,STAR,5.7671E-006,3291,54939,355
1237655373578830000,256.7157594124,30.0678557163,19.0589,17.19587,16.30491,15.87209,15.50867,2305,301,2,133,1097835737627260000,GALAXY,0.08343671,975,52411,303
1237662962783290000,356.415751817,40.0164102528,19.20973,17.22637,16.35867,15.99072,15.76685,4072,301,2,91,2119046758620230000,STAR,-0.0001928566,1882,53262,375
1237658300067680000,151.0906834644,6.7878082726,19.14656,18.18328,17.71606,17.29094,17.19159,2986,301,5,217,1120438953283970000,GALAXY,0.08304167,995,52731,613
1237679437737360000,27.2471836582,-8.1731230309,19.26797,18.09672,17.58441,17.23427,17.0685,7908,301,1,36,747752056000899000,GALAXY,0.0930302,664,52174,562
1237679437743260000,40.7941785053,-7.3204715041,17.81518,16.43646,15.78019,15.39646,15.16407,7908,301,1,126,513514843169384000,GALAXY,0.0612911,456,51910,380
1237679437743980000,42.4837607541,-7.1386982897,19.52473,18.00816,17.25988,16.81014,16.63928,7908,301,1,137,513577240454261000,GALAXY,0.1276555,456,51910,607
1237679437745680000,46.2898376494,-6.7531945335,19.32002,19.16773,18.53639,18.0229,17.85304,7908,301,1,163,515810074011134000,QSO,0.2221632,458,51929,538
1237661434314360000,204.6684289837,45.6080525413,19.38987,18.54681,18.27682,18.17399,18.16491,3716,301,3,130,8339542647745300000,STAR,5.377286E-005,7407,56772,7
1237657634337650000,147.4322094163,51.731870547,18.31115,17.15358,16.63594,16.44128,16.33053,2831,301,5,63,3738106795261010000,STAR,-0.0007068762,3320,54912,433
1237665549439930000,245.6902504181,14.3723522784,18.67406,17.74557,17.41611,17.30288,17.25495,4674,301,4,283,2479281407596190000,STAR,-0.0007940283,2202,53566,181
1237662962782310000,355.6154259587,42.1858590391,18.78197,17.15808,16.50918,16.266,16.15826,4072,301,2,76,2121252928130930000,STAR,-0.0002268114,1884,53228,209
1237651066814790000,176.6685661704,65.1756514452,18.76136,18.71451,18.38662,18.33996,18.46435,1302,301,4,353,673394560897935000,QSO,1.307866,598,52316,387
1237661385999190000,228.3427552559,47.6107093053,18.97345,18.06908,17.74217,17.63453,17.60124,3705,301,1,179,7582000295330470000,STAR,-0.0008073209,6734,56386,692
1237651538170280000,157.2402465185,64.3267136023,18.42958,18.24709,18.17754,18.1858,18.13449,1412,301,2,91,550631332401670000,QSO,1.06482,489,51930,241
1237662195076040000,222.0688047703,36.5923441455,19.51073,18.25757,17.51564,17.10556,16.83229,3893,301,4,368,1557244143133030000,GALAXY,0.1536175,1383,53116,453
1237662195063460000,185.2226751335,42.7633967143,18.66697,17.13781,16.39823,15.9832,15.75643,3893,301,4,176,1634911995184570000,GALAXY,0.07465599,1452,53112,383
1237650761318990000,184.9209872371,-2.7946185856,17.59427,16.55651,16.27256,16.1664,16.10405,1231,301,3,105,374967863615711000,GALAXY,0.02161853,333,52313,157
1237655473975330000,260.1425560737,27.4391955353,18.58165,17.14895,16.49034,16.17669,15.97334,2328,301,5,158,2456820314873550000,STAR,-6.111324E-005,2182,53905,388
1237671938742550000,311.0612961619,55.8914444859,19.46983,17.57472,16.61526,16.16599,15.84955,6162,301,1,312,2876744702281930000,STAR,-0.0002507987,2555,54265,256
1237654600486750000,143.3685770008,3.0297427582,18.65421,17.41345,16.82492,16.45625,16.20319,2125,301,2,164,640695359093369000,GALAXY,0.09295024,569,52264,212
1237654600490810000,152.6755633251,3.3936925254,18.84595,16.84162,15.85762,15.43695,15.07061,2125,301,2,226,645154704401132000,GALAXY,0.09519567,573,52325,51
1237650371019340000,181.277996744,-2.2095510098,18.34715,16.35048,15.3268,14.79313,14.33577,1140,301,4,189,372847181486385000,GALAXY,0.06987606,331,52368,634
1237661386543400000,245.7079291985,36.7866848922,17.39332,16.05392,15.5107,15.22087,15.02563,3705,301,2,291,5853579830864660000,GALAXY,0.03031494,5199,56067,95
1237671938728850000,248.9364535641,62.0323182791,18.5835,18.29109,18.20764,17.44693,16.86946,6162,301,1,103,2882319500106030000,STAR,-3.317013E-005,2560,54205,57
1237658206118680000,172.5718606923,50.5510461543,19.19279,18.09281,17.73021,17.49156,17.33922,2964,301,6,269,1087763115480740000,GALAXY,0.04723204,966,52642,523
1237661385991850000,204.16212336,54.9942275725,19.07932,17.1087,16.10895,15.67503,15.37052,3705,301,1,67,1487339112078800000,GALAXY,0.1017835,1321,52764,92
1237668348135670000,214.1755592103,14.2719227755,19.18377,17.88787,17.05441,16.64197,16.34105,5326,301,1,95,1920930159477680000,GALAXY,0.1555988,1706,53442,527
1237668348143140000,231.3112823827,11.1195981161,18.95729,16.92987,15.92687,15.49358,15.11234,5326,301,1,209,1936718878486850000,GALAXY,0.09277859,1720,53854,622
1237648703514150000,208.069419188,-0.7756942142,19.13015,18.99829,18.69307,18.62844,18.67269,752,301,2,431,337784298302106000,QSO,1.244108,300,51943,52
1237654604791870000,166.9836307701,4.2746924709,19.43973,18.45966,18.13478,18.01357,17.99118,2126,301,2,319,3651447961650570000,STAR,-0.0001148486,3243,54910,562
1237667733969040000,177.7128441033,21.3896448528,16.69425,14.82093,13.94444,13.51407,13.17495,5183,301,1,304,2827155347054030000,GALAXY,0.02644978,2511,53882,75
1237665428095630000,209.9447957172,27.1086396532,18.95267,18.83407,18.71473,18.53351,18.42982,4646,301,2,108,6765614559749490000,QSO,1.962143,6009,56313,298
1237661949709840000,166.6483830176,11.7481973092,19.36004,18.07014,17.44126,17.07006,16.85139,3836,301,3,121,1804838218839910000,GALAXY,0.09950792,1603,53119,75
1237661949735930000,227.3850714621,9.2473160238,19.40866,17.5742,16.65155,16.18471,15.83806,3836,301,3,519,1935519036792140000,GALAXY,0.07714526,1719,53876,353
1237646381006320000,95.8307350774,0.0609108472,17.45745,15.96007,15.69033,15.57843,15.53888,211,301,4,366,1417520951150540000,STAR,0.0001227653,1259,52931,47
1237667731267130000,120.1947002835,10.2512892509,19.19469,17.99273,17.33085,16.93753,16.65848,5182,301,4,36,2723644028192060000,GALAXY,0.1356801,2419,54139,335
1237667207827820000,124.9834812784,66.5360753941,17.27006,16.02844,15.55789,15.40587,15.34786,5060,301,5,186,3699853411307590000,STAR,0.0001335124,3286,54910,532
1237662197752000000,239.5435262476,6.0884488098,19.59253,18.62432,18.31956,18.20181,18.21349,3894,301,1,240,5491016415321540000,STAR,-5.397637E-007,4877,55707,9
1237651735236050000,216.5225299621,1.2361375701,19.10116,18.90547,18.79169,18.79073,18.77464,1458,301,1,612,343560577102146000,QSO,0.8399584,305,51613,586
1237655108919170000,204.4846896339,59.1706699973,19.44086,18.25239,17.57228,17.18671,16.94264,2243,301,5,403,1081001390207170000,GALAXY,0.1566206,960,52425,500
1237655108919230000,204.6701898344,58.9292422886,18.85381,17.29126,16.34963,15.89113,15.58523,2243,301,5,404,7667427951785560000,GALAXY,0.1197971,6810,56447,180
1237663785281060000,22.7070241297,1.0456027188,18.59419,18.33663,18.27207,18.42097,18.29839,4263,301,6,267,8849651450651100000,QSO,0.8412142,7860,57006,284
1237648722306730000,185.1441354296,0.7061961478,19.57366,17.69274,16.94876,16.6988,16.56982,756,301,5,463,2880143290626240000,STAR,4.218777E-006,2558,54140,332
1237679440422110000,28.0485256508,-5.9060447213,19.40462,17.46212,16.48028,16.04031,15.70592,7908,301,6,42,7938790722186270000,GALAXY,0.09045602,7051,56574,256
1237658493882200000,161.9420942177,10.1865717802,17.30559,16.37013,16.03189,15.91588,15.88995,3031,301,6,280,6024753173536980000,STAR,8.53911E-005,5351,55952,228
1237665549965720000,220.7014002505,23.4603009955,19.48746,17.60038,16.70886,16.30346,15.97231,4674,301,5,114,2409563579201120000,GALAXY,0.06551646,2140,53858,501
1237663915731260000,125.3836528337,56.161041131,19.20558,18.25629,17.82225,17.61632,17.50948,4294,301,1,123,3785354184749060000,STAR,-0.0001498085,3362,54939,286
1237651709968380000,209.013788612,-0.5335327956,19.25019,18.02047,17.4434,17.04951,16.82735,1452,301,2,82,338969571820071000,GALAXY,0.08941898,301,51942,268
1237655742947590000,230.522565777,4.5762321315,17.56547,16.16813,15.57062,15.23767,14.9672,2391,301,2,157,2064912050559150000,GALAXY,0.03650636,1834,54562,42
1237655742947850000,231.1453762462,4.4087366967,18.97266,17.23134,16.37512,15.94437,15.61491,2391,301,2,161,2066112442395550000,GALAXY,0.08040846,1835,54563,313
1237666209251000000,283.1119792525,17.8174456658,17.21276,15.63018,15.29652,15.17467,15.1352,4828,301,1,233,3166087790475630000,STAR,3.308316E-005,2812,54639,208
1237666214607850000,18.2618031209,16.7429098977,18.24342,17.17557,16.79409,16.6454,16.57516,4829,301,3,52,3157181741744020000,STAR,-0.001003563,2804,54368,576
1237680297818000000,359.9421596652,22.0084148924,17.90621,17.46804,17.52203,17.62273,17.55681,8108,301,3,241,8551418266643620000,QSO,0.6904306,7595,56957,758
1237651225170480000,254.9558508638,62.1064217582,19.20689,17.44604,16.6297,16.24208,15.93037,1339,301,3,29,395317614454270000,GALAXY,0.05872247,351,51695,461
1237662195066400000,194.4259748611,42.405711507,19.37719,17.87979,16.96959,16.51847,16.1846,3893,301,4,221,1641677015469810000,GALAXY,0.1381807,1458,53119,418
1237662195068440000,200.4910934126,41.8584898248,19.36019,17.55906,16.63866,16.2266,15.88057,3893,301,4,252,1646194908630900000,GALAXY,0.07839262,1462,53112,470
1237667782838390000,193.9662164149,22.2583779118,19.4305,17.59208,16.67406,16.27259,15.95186,5194,301,4,519,2982550430455720000,GALAXY,0.08172825,2649,54212,151
1237667782844290000,208.3279347895,20.8686508049,18.8957,17.73176,17.05722,16.70051,16.40266,5194,301,4,609,3118840674154210000,GALAXY,0.1134939,2770,54510,356
1237678601845540000,8.2652555256,17.7722932062,19.09432,17.15866,16.15408,15.70292,15.31651,7713,301,4,283,6972822747409040000,GALAXY,0.09728937,6193,56237,453
1237663228532950000,276.4613204033,77.5583089144,18.71708,16.32223,15.2894,14.93894,14.74771,4134,301,1,69,3154829061033850000,STAR,3.592805E-005,2802,54326,209
1237676304021590000,72.7513094061,-4.6728115114,19.43706,18.25904,17.85046,17.70709,17.70978,7178,301,4,32,3556771487472000000,STAR,1.795216E-006,3159,54802,195
1237648703510680000,200.1201447758,-0.8069278507,18.83885,17.64994,17.13454,16.80813,16.63157,752,301,2,378,333318907391666000,GALAXY,0.08545643,296,51984,191
1237658300067410000,150.3868381263,6.7602372497,18.4872,17.12916,16.3872,15.98475,15.68663,2986,301,5,213,1120411465493280000,GALAXY,0.09391105,995,52731,513
1237658300072920000,163.113635613,7.5878852276,18.93757,18.12784,17.76774,17.60972,17.51784,2986,301,5,297,1127184456096970000,GALAXY,0.02139688,1001,52670,577
1237662195056770000,164.8169987629,41.0550493857,12.10933,10.56289,10.17825,10.07406,10.43995,3893,301,4,74,3377836690977690000,STAR,0.0001938295,3000,54843,498
1237661356462570000,158.9766570036,43.6327538003,16.66979,15.54047,15.18845,15.06133,15.07827,3698,301,2,46,2878953619682520000,STAR,8.619052E-005,2557,54178,100
1237661386013280000,256.6898897222,24.53574801,17.3591,17.50472,17.93585,18.16088,18.37432,3705,301,1,394,4703127548137330000,STAR,-0.0002762821,4177,55688,886
1237657612875400000,173.7983280303,57.7222914365,19.49377,17.72769,16.84222,16.4235,16.09454,2826,301,5,255,1473972074308460000,GALAXY,0.06524434,1309,52762,615
1237668496318660000,175.7075676016,17.8928226905,19.32831,19.04642,18.96511,19.11175,18.86057,5360,301,5,196,2823881551064880000,QSO,0.7993473,2508,53875,453
1237658300058960000,131.0956170321,4.9200433574,18.74021,18.16527,17.99758,17.63588,17.73746,2986,301,5,84,1336451206314220000,GALAXY,0.1114217,1187,52708,29
1237665025986590000,206.583497362,33.8835393359,18.66277,17.61555,17.2212,17.0426,16.91161,4552,301,5,219,2283351738289250000,GALAXY,0.01528031,2028,53818,97
1237667733953900000,141.7474546882,15.7087393923,17.30727,16.20467,15.74105,15.51718,15.4592,5183,301,1,73,3594028989187990000,STAR,-0.0003264912,3192,54829,569
1237653619081940000,160.5372931353,61.2545593127,18.44856,17.17936,16.60974,16.28194,16.05853,1896,301,6,91,631733515213367000,GALAXY,0.05855572,561,52295,377
1237653619081020000,156.7810497921,60.4426648306,19.1709,19.07074,18.79268,18.62737,18.00411,1896,301,6,77,7982707966804780000,QSO,0.3701242,7090,56659,282
1237667142858640000,121.4603386907,16.2605920987,19.38612,17.32246,16.32218,15.87384,15.48738,5045,301,4,67,2552538571286280000,GALAXY,0.1003578,2267,53713,449
1237667142864800000,134.8129032014,22.5039371452,18.83991,16.77385,15.69907,15.23723,14.85601,5045,301,4,161,2571650282316390000,GALAXY,0.1135029,2284,53708,345
1237665025975060000,174.5088481917,35.2036128712,15.52783,14.45318,14.04239,13.83008,13.75091,4552,301,5,43,2265374717722520000,GALAXY,0.005414839,2012,53493,233
1237669679578680000,3.3053039632,6.5703924976,18.61206,17.70279,17.32157,17.18234,17.08077,5636,301,1,143,9845082226987130000,STAR,-0.0001573004,8744,58124,776
